[Performance Sweep]
Speed (m/s),Flight Time (min),Range (km),Power Fwd (W),Power Hov (W),Thrust Fwd (N),Thrust Hov (N),Disk Loading (N/m²),Hover Wind Resistance (m/s),Prop Solidity (σ)
13.0125,28.92741515555457,22.58507938269923,1086.7604319672828,960.8558636232606,162.3340219415355,175.26652682524167,82.50120433822056,48.64055870336398,0.1400563499208679
13.1,28.893175573278594,22.710036000596975,1088.157647961825,956.7178747524625,162.34674623328522,175.44736466106744,82.50120433822056,48.64055870336398,0.1400563499208679
13.1875,28.855646396655192,22.832030211353423,1089.6929110772896,952.6356787698176,162.35972703959715,175.62941443069005,82.50120433822056,48.64055870336398,0.1400563499208679
13.275,28.814857352467154,22.951033881240093,1091.366065272351,948.60858938531,162.37296775017234,175.81267613410944,82.50120433822056,48.64055870336398,0.1400563499208679
13.3625,28.77084011915852,23.067021065535346,1093.1769603425712,944.6359246437937,162.38647177534247,175.9971497713257,82.50120433822056,48.64055870336398,0.1400563499208679
13.45,28.72362826605103,23.179968010703178,1095.1254522168624,940.717007273468,162.40024254600658,176.18283534233876,82.50120433822056,48.64055870336398,0.1400563499208679
13.5375,28.673257190906487,23.289853153313793,1097.2114032248123,936.8511648348477,162.41428351356652,176.36973284714864,82.50120433822056,48.64055870336398,0.1400563499208679
13.625,28.619764055970798,23.396657115756128,1099.4346823366423,933.0377306861485,162.4285981498612,176.55784228575533,82.50120433822056,48.64055870336398,0.1400563499208679
13.7125,28.563187722637142,23.50036269879971,1101.7951653775087,929.2760432444758,162.44318994709948,176.74716365815885,82.50120433822056,48.64055870336398,0.1400563499208679
13.8,28.5035686848679,23.600954871070623,1104.2927352177583,925.5654468894292,162.45806241779235,176.93769696435922,82.50120433822056,48.64055870336398,0.1400563499208679
13.8875,28.44094900151607,23.698420755513265,1106.927281940664,921.9052920151073,162.47321909468317,177.12944220435637,82.50120433822056,48.64055870336398,0.1400563499208679
13.975,28.375372227687762,23.79274961291619,1109.6987029891038,918.2949352247705,162.48866353067714,177.32239937815035,82.50120433822056,48.64055870336398,0.1400563499208679
14.0625,28.306883345287545,23.883932822586367,1112.6069032925602,914.7337395048858,162.50439929876939,177.51656848574117,82.50120433822056,48.64055870336398,0.1400563499208679
14.15,28.23552869288845,23.971963860262296,1115.65179537574,911.2210743798163,162.5204299919717,177.7119495271288,82.50120433822056,48.64055870336398,0.1400563499208679
14.2375,28.161355898551086,24.056838276337263,1118.8332993002448,907.7563160483585,162.53675922323816,177.90854250231328,82.50120433822056,48.64055870336398,0.1400563499208679
14.325,28.084413794887833,24.13855365670609,1122.151343336045,904.3388475032585,162.55339062538914,178.10634741129454,82.50120433822056,48.64055870336398,0.1400563499208679
14.4125,28.004752368475994,24.217109610639618,1125.6058631331387,900.9680586348012,162.57032785103442,178.30536425407266,82.50120433822056,48.64055870336398,0.1400563499208679
14.5,27.922422674664155,24.292507726957815,1129.196802357721,897.6433463194846,162.58757457249465,178.50559303064756,82.50120433822056,48.64055870336398,0.1400563499208679
14.5875,27.8374767695767,24.364751542572005,1132.9241125796655,894.3641144947682,162.60513448172168,178.7070337410193,82.50120433822056,48.64055870336398,0.1400563499208679
14.675,27.74996763883939,24.433846505998083,1136.7877532945895,891.1297742208098,162.6230112902173,178.90968638518788,82.50120433822056,48.64055870336398,0.1400563499208679
14.7625,27.659949126578383,24.4997999388668,1140.7876919348957,887.9397437300659,162.64120872895103,179.11355096315327,82.50120433822056,48.64055870336398,0.1400563499208679
14.85,27.56747586481768,24.562620995552557,1144.9239038705875,884.793448465586,162.65973054827614,179.31862747491547,82.50120433822056,48.64055870336398,0.1400563499208679
14.9375,27.472603203395273,24.62232062104301,1149.1963724006494,881.6903211087802,162.67858051784447,179.5249159204745,82.50120433822056,48.64055870336398,0.1400563499208679
15.025,27.375387140514782,24.678911507174078,1153.605088735713,878.6298015973987,162.69776242651992,179.73241629983036,82.50120433822056,48.64055870336398,0.1400563499208679
15.1125,27.2758842540446,24.73240804735494,1158.1500519726985,875.6113371344256,162.7172800822904,179.94112861298305,82.50120433822056,48.64055870336398,0.1400563499208679
15.2,27.174151633672132,24.782826289908982,1162.8312690620623,872.6343821885367,162.73713731217842,180.15105285993252,82.50120433822056,48.64055870336398,0.1400563499208679
15.2875,27.070246814015462,24.83018389015568,1167.648754768275,869.6983984867582,162.75733796215047,180.36218904067886,82.50120433822056,48.64055870336398,0.1400563499208679
